Grupão;Grupo;Família;Espécie (Simplificado);Nome Comum;Categoria
Flora;Angiospermas;Lauraceae;Ocotea confertiflora;Vazio;VU
Flora;Angiospermas;Lauraceae;Ocotea cryptocarpa;Vazio;EN
Flora;Angiospermas;Lauraceae;Ocotea felix;Vazio;EN
Flora;Angiospermas;Lauraceae;Ocotea mosenii;canela preta;VU
Flora;Angiospermas;Lauraceae;Ocotea odorifera;canela sassafrás;EN
Flora;Angiospermas;Lauraceae;Ocotea porosa;Vazio;EN
Flora;Angiospermas;Lauraceae;Ocotea serrana;canelinha;EN
Flora;Angiospermas;Lauraceae;Ocotea tabacifolia;Vazio;EN
Flora;Angiospermas;Orchidaceae;Octomeria alexandri;Vazio;EN
Flora;Angiospermas;Orchidaceae;Octomeria chamaeleptotes;Vazio;VU
Flora;Angiospermas;Orchidaceae;Octomeria geraensis;Vazio;VU
Flora;Angiospermas;Orchidaceae;Octomeria hatschbachii;Vazio;VU
Flora;Angiospermas;Orchidaceae;Octomeria hoehnei;Vazio;EN
Flora;Angiospermas;Orchidaceae;Octomeria lichenicola;Vazio;EN
Flora;Angiospermas;Orchidaceae;Octomeria truncicola;Vazio;VU
Flora;Angiospermas;Orchidaceae;Octomeria wawrae;Vazio;EN
Flora;Angiospermas;Orchidaceae;Octomeria wilsoniana;Vazio;CR
Fauna;Peixes Continentais;Atherinopsidae;Odontesthes bicudo;Peixe-rei;EN
Flora;Angiospermas;Acanthaceae;Odontonema dissitiflorum;Vazio;EN
Fauna;Invertebrados Terrestres;Chelodesmidae;Odontopeltis giganteus;Piolho-de-cobra;VU
Fauna;Aves;Odontophoridae;Odontophorus capueira plumbeicollis;Uru;CR
Fauna;Invertebrados Terrestres;Hesperiidae;Olafia roscius iphimedia;Borboleta;VU
Fauna;Mamíferos;Cricetidae;Oligoryzomys rupestris;Rato-da-árvore;EN
Fauna;Invertebrados Terrestres;Theraphosidae;Oligoxystre diamantinensis;Aranha-caranguejeira;EN
Fauna;Invertebrados Aquáticos;Olividae;Olivancillaria contortuplicata;Desconhecido;CR
Fauna;Invertebrados Aquáticos;Olividae;Olivancillaria teaguei;Desconhecido;CR
Flora;Angiospermas;Poaceae;Olyra latispicula;Vazio;CR
Flora;Angiospermas;Lamiaceae;Oocephalus piranii;Vazio;CR
Fauna;Peixes Marinhos;Ophidiidae;Ophidion holbrookii;Falso-congro-rosa;CR
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias bokermanni;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias constanciae;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias ilheusensis;Desconhecido;CR
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias perpendicularis;Peixe-anual;CR
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias rosaceus;Peixe-anual;VU
Fauna;Peixes Continentais;Rivulidae;Ophthalmolebias suzarti;Peixe-anual;VU
Fauna;Invertebrados Aquáticos;Oreasteridae;Oreaster reticulatus;Estrela-do-mar;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Orobrassolis ornamentalis;Borboleta;CR
Fauna;Aves;Cracidae;Ortalis guttata remota;Aracuã;CR
Flora;Angiospermas;Bromeliaceae;Orthophytum amoenum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Orthophytum duartei;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Orthophytum foliosum;Vazio;VU
Flora;Angiospermas;Bromeliaceae;Orthophytum fosterianum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Orthophytum grossiorum;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Orthophytum humile;Vazio;CR
Flora;Angiospermas;Bromeliaceae;Orthophytum magalhaesii;Vazio;EN
Flora;Angiospermas;Bromeliaceae;Orthophytum zanonii;Vazio;CR
Flora;Angiospermas;Melastomataceae;Ossaea warmingiana;Vazio;VU
Fauna;Peixes Continentais;Characidae;Ossubtus xinguense;Pacu-capivara;VU
Fauna;Peixes Continentais;Loricariidae;Otothyris juquiae;Cascudinho-anão;CR
Flora;Angiospermas;Ochnaceae;Ouratea hatschbachii;Vazio;EN
Flora;Angiospermas;Oxalidaceae;Oxalis arachnoidea;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis bela-vitoriae;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis blackii;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis clausenii;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis diamantinae;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis doceana;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis hyalotricha;"brusquilla; tacuarembó";EN
Flora;Angiospermas;Oxalidaceae;Oxalis impatiens;Vazio;EN
Flora;Angiospermas;Oxalidaceae;Oxalis kuhlmannii;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis mandioccana;Vazio;VU
Flora;Angiospermas;Oxalidaceae;Oxalis paranaensis;Vazio;CR
Flora;Angiospermas;Oxalidaceae;Oxalis praetexta;Vazio;EN
Flora;Angiospermas;Apocynaceae;Oxypetalum dusenii;Vazio;EN
Flora;Angiospermas;Apocynaceae;Oxypetalum ekblomii;Vazio;EN
Flora;Angiospermas;Apocynaceae;Oxypetalum glaziovii;Vazio;EN
Flora;Angiospermas;Apocynaceae;Oxypetalum leonii;Vazio;EN
Flora;Angiospermas;Apocynaceae;Oxypetalum mexiae;Vazio;CR
Fauna;Mamíferos;Cervidae;Ozotoceros bezoarticus bezoarticus;Veado-campeiro;VU
Fauna;Mamíferos;Cervidae;Ozotoceros bezoarticus leucogaster;Veado-campeiro;VU
Flora;Angiospermas;Orchidaceae;Pabstia jugosa;Vazio;EN
Flora;Angiospermas;Orchidaceae;Pabstia schunkiana;Vazio;CR
Flora;Angiospermas;Orchidaceae;Pabstiella bacillaris;Vazio;EN
Flora;Angiospermas;Orchidaceae;Pabstiella carinifera;Vazio;VU
Flora;Angiospermas;Orchidaceae;Pabstiella castellensis;Vazio;CR
Flora;Angiospermas;Orchidaceae;Pabstiella conspersa;Vazio;EN
Flora;Angiospermas;Orchidaceae;Pabstiella garayi;Vazio;CR
Flora;Angiospermas;Orchidaceae;Pabstiella lingua;Vazio;EN
Flora;Angiospermas;Orchidaceae;Pabstiella ruschii;Vazio;CR
Fauna;Invertebrados Terrestres;Gonyleptidae;Pachylospeleus strinatii;Opilião;EN
Flora;Angiospermas;Eriocaulaceae;Paepalanthus ater;Vazio;CR
Flora;Angiospermas;Eriocaulaceae;Paepalanthus hydra;Capipoatinga;EN
Flora;Angiospermas;Rubiaceae;Pagamea harleyi;Vazio;VU
Flora;Pteridófitas;Lycopodiaceae;Palhinhaea bradei;Vazio;EN
Flora;Angiospermas;Gesneriaceae;Paliavana werdermannii;Vazio;VU
Flora;Angiospermas;Rubiaceae;Palicourea fulgens;Vazio;VU
Fauna;Invertebrados Terrestres;Nymphalidae;Pampasatyrus glaucope boenninghauseni;Borboleta;EN
Fauna;Invertebrados Terrestres;Nymphalidae;Pampasatyrus glaucope glaucope;Borboleta;EN
Fauna;Invertebrados Terrestres;Nymphalidae;Pampasatyrus gyrtone;Borboleta;EN
Fauna;Peixes Continentais;Poeciliidae;Pamphorichthys pertapeh;Barrigudinho;CR
Fauna;Invertebrados Terrestres;Riodinidae;Panara ovifera;Borboleta;VU
Flora;Angiospermas;Proteaceae;Panopsis multiflora;canela amarela;EN
Flora;Angiospermas;Asteraceae;Panphalea araucariophila;margarida dos pinhais;EN
Flora;Angiospermas;Asteraceae;Panphalea cardaminifolia;margaridinha;EN
Flora;Angiospermas;Asteraceae;Panphalea maxima;Margarida grande do campo;CR
Flora;Angiospermas;Asteraceae;Panphalea ramboi;Vazio;CR
Flora;Angiospermas;Asteraceae;Panphalea smithii;Vazio;EN
Fauna;Mamíferos;Felidae;Panthera onca;Onça-pintada;VU
Flora;Briófitas;Lepidoziaceae;Paracromastigum dusenii;Vazio;EN
Flora;Angiospermas;Asteraceae;Paralychnophora atkinsiae;Vazio;EN
Flora;Angiospermas;Asteraceae;Paralychnophora bicolor;Vazio;EN
Flora;Angiospermas;Asteraceae;Paralychnophora harleyi;Vazio;VU
Flora;Angiospermas;Asteraceae;Paralychnophora patriciana;Vazio;EN
Fauna;Peixes Continentais;Loricariidae;Parancistrus nudiventris;Desconhecido;VU
Fauna;Invertebrados Terrestres;Pyralidae;Parapoynx restingalis;Mariposa;VU
Fauna;Invertebrados Terrestres;Sminthuridae;Pararrhopalites papaveroi;Colêmbolo;EN
Fauna;Invertebrados Terrestres;Sminthuridae;Pararrhopalites wallacei;Colêmbolo;CR
